"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address","MAC Address",Location,"Switch Port and VLAN","Port Type","Service Speed","Service Type","Peering LAN","Membership Type","Route Servers"
"Pulsant  Limited",http://www.lumison.net/,12703,"No data",195.66.224.84,2001:7f8:4::319f:1,40ce.2472.0d0c,"Telehouse East (THE)","edge4-the xe-2/2/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.sco1, rs2.sco1, rs3.lon1"
"Pure Broadband",https://www.purebroadband.net/,201508,"No data",195.66.225.117,2001:7f8:4::3:1324:1,609c.9f86.9702,"Telehouse North (THN)","edge3-thn xe-10/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Pure Broadband",https://www.purebroadband.net/,201508,"No data",195.66.237.117,2001:7f8:4:1:0:3:1324:1,609c.9f86.9761,"Telehouse North (THN)","edge3-thn-lon2 xe21",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Pure IP Limited",http://www.pure-ip.com,204264,"No data",195.66.238.219,2001:7f8:4:1:0:3:1de8:1,d0d0.fd2a.5e00,"Telehouse North (THN)","edge3-thn-lon2 xe4",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Pure IP Limited",http://www.pure-ip.com,204264,"No data",195.66.226.219,2001:7f8:4::3:1de8:1,001c.b0c8.d580,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/2/9",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Quality Technology Services, LLC.",http://,29748,"No data",206.55.197.226,2001:504:31::7434:1,7850.7c34.f990,"Quality Technology Services(QTS)","edge1-qts.nva1 xe-10/0/0",10G,10G,Regular,nva1,full,"rs1.nva1, rs2.nva1"
"Quality Technology Services, LLC.",http://,53907,"No data",206.55.197.243,2001:504:31::d293:1,d46d.5017.0c44,"Quality Technology Services(QTS)","edge1-qts.nva1 xe-10/0/1",10G,10G,Regular,nva1,full,"rs1.nva1, rs2.nva1"
"Quantum Communications",https://quantumcommunications.co.uk/,47935,"No data",195.66.239.213,2001:7f8:4:1::bb3f:1,c4ad.3458.4e44,"Telehouse North (THN)","edge3-thn-lon2 xe19",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Quantum Communications",https://quantumcommunications.co.uk/,47935,"No data",195.66.224.37,2001:7f8:4::bb3f:1,c4ad.3458.4e43,"Telehouse North (THN)","edge3-thn ge-7/3/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
RACKDOG,http://,398465,"No data",195.66.227.122,2001:7f8:4::6:1481:1,408f.9d2e.3414,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/2/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Rackspace Managed Hosting",http://www.rackspace.co.uk/,12200,"No data",195.66.224.116,2001:7f8:4::2fa8:1,6c9c.ed55.5ac3,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Rackspace Managed Hosting",http://www.rackspace.co.uk/,12200,"No data",206.55.196.26,2001:504:31::2fa8:1,6c9c.ed11.82e2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-0/0/1",10G,10G,Regular,nva1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Rackspace Managed Hosting",http://www.rackspace.co.uk/,12200,"No data",195.66.224.116,2001:7f8:4::2fa8:1,6c9c.ed55.5ac3,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Rackspace Managed Hosting",http://www.rackspace.co.uk/,12200,"No data",195.66.224.116,2001:7f8:4::2fa8:1,6c9c.ed55.5ac3,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/2/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Rackspace Managed Hosting",http://www.rackspace.co.uk/,12200,"No data",195.66.224.116,2001:7f8:4::2fa8:1,6c9c.ed55.5ac3,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Rascom ZAO",http://www.rascom.ru/,20764,"No data",195.66.226.51,2001:7f8:4::511c:1,fc33.4225.601c,"Interxion LON2 (IN2)","edge1-in2 xe-3/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Razorblue Ltd",http://www.razorblue.com/,15692,"No data",195.66.244.47,2001:7f8:4:2::3d4c:1,8071.1f79.9297,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe6",10G,10G,Regular,man1,full,"rs1.man1, rs2.man1"
"Razorblue Ltd",http://www.razorblue.com/,15692,"No data",195.66.226.122,2001:7f8:4::3d4c:1,3c61.043a.3295,"Telehouse North (THN)","edge3-thn xe-4/2/2",10G,10G,Regular,lon1,full,"rs1.man1, rs2.man1"
"RCS & RDS S.A.",http://www.rdsnet.ro/,8708,"No data",195.66.224.46,2001:7f8:4::2204:1,3c8c.93d5.8340,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/3/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"RCS & RDS S.A.",http://www.rdsnet.ro/,8708,"No data",195.66.225.157,2001:7f8:4::2204:2,0805.e2be.f068,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/0/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Red Matter Limited",http://www.redmatter.com,206483,"No data",195.66.227.192,2001:7f8:4::3:2693:1,f8f2.1ea1.8ef0,"Telehouse North (THN)","edge4-thn ge-8/0/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Red Matter Limited",http://www.redmatter.com,209635,"No data",195.66.239.195,2001:7f8:4:1:0:3:32e3:1,6c3b.6b5f.c4a2,"Telehouse North (THN)","edge3-thn-lon2 xe14",1G,1G,Regular,lon2,full,"rs2.lon2, rs4.lon2"
"Redcentric Solutions Limited",http://www.redcentricplc.com/,13009,"No data",195.66.238.54,2001:7f8:4:1::32d1:1,5087.895b.d3d9,"Telehouse North (THN)","edge2-thn-lon2 xe24",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Redcentric Solutions Limited",http://www.redcentricplc.com/,13009,"No data",195.66.226.54,2001:7f8:4::32d1:1,5087.8914.5428,"Telehouse North (THN)","edge3-thn xe-3/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Redcentric Solutions Limited",http://www.redcentricplc.com/,13009,"No data",195.66.226.54,2001:7f8:4::32d1:1,5087.8914.5428,"Telehouse North (THN)","edge3-thn xe-4/2/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Redcentric Solutions Limited",http://www.redcentricplc.com/,13009,"No data",195.66.238.54,2001:7f8:4:1::32d1:1,5087.895b.d3d9,"Telehouse North (THN)","edge2-thn-lon2 xe20",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Redge Technologies sp.z o.o.",http://www.atendesoftware.pl/,57811,"No data",195.66.226.11,2001:7f8:4::e1d3:1,444c.a873.475b,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/0/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Redspam LLP",http://www.redspam.com/,51762,"No data",195.66.226.245,2001:7f8:4::ca32:1,2899.3ad0.d9ac,"Telehouse North (THN)","edge2-thn xe-4/2/0",10G,10G,multiservice_port,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Redspam LLP",http://www.redspam.com/,51762,"No data",195.66.236.14,2001:7f8:4:1::ca32:1,2899.3ad0.d9ac,"Telehouse North (THN)","edge1-thn-lon2 xe1",10G,10G,multiservice_port,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Reliance Jio Infocomm UK Limited",http://infotelcommunication.com,64049,"No data",195.66.226.133,2001:7f8:4::fa31:1,a80c.0d28.f922,"Equinix LD6 (EQ4)","edge3-eq4 et-9/1/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Reliance Jio Infocomm UK Limited",http://infotelcommunication.com,64049,"No data",195.66.225.188,2001:7f8:4::fa31:2,a80c.0d26.c0a7,"Equinix LD6 (EQ4)","edge3-eq4 et-8/1/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Renesys Corporation",http://www.renesys.com,64597,"No data",195.66.225.224,2001:7f8:4::fc55:1,248a.07e0.47f1,"Telehouse North (THN)","edge1-thn xe-3/2/3",10G,10G,Regular,lon1,associate,
"Retail International Holding SAS",http://www.ingenico.com,47957,"No data",195.66.224.12,2001:7f8:4::bb55:1,40de.adcb.ec83,"Telehouse North (THN)","core3-thn ae204.0 VLAN: 1766",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"RETN Ltd.",http://www.retn.net/,9002,"No data",195.66.224.193,2001:7f8:4::232a:1,4c6d.5846.b743,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 10",ConneXions,90G,ConneXions,lon1,"full,ConneXions","rs1.lon1, rs3.lon1"
"RingCentral UK",http://www.ringcentral.co.uk,40627,"No data",195.66.226.44,2001:7f8:4::9eb3:1,20d8.0b3a.bd0e,"Telehouse East (THE)","edge4-the xe-7/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Riot Games Ltd",http://www.riotgames.com,6507,"No data",195.66.226.186,2001:7f8:4::196b:1,9ce1.7615.8066,"Interxion LON2 (IN2)","edge1-in2 xe-8/2/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs4.lon2"
"Riot Games Ltd",http://www.riotgames.com,6507,"No data",206.55.196.52,2001:504:31::196b:1,d46a.3589.ac7a,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-11/2/2",10G,10G,Regular,nva1,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs4.lon2"
"Riot Games Ltd",http://www.riotgames.com,6507,"No data",195.66.238.186,2001:7f8:4:1::196b:1,9ce1.7614.bc63,"Interxion LON2 (IN2)","edge1-in2-lon2 xe7",10G,10G,Regular,lon2,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs4.lon2"
"RIPE NCC",http://www.ripe.net,12654,"No data",195.66.225.241,2001:7f8:4::316e:0,001b.21bd.4aea,"Telehouse North (THN)","edge1-thn xe-5/1/1",10G,10G,Regular,lon1,associate,
"RIPE NCC",http://www.ripe.net,25152,"No data",195.66.224.183,2001:7f8:4::6240:1,c042.d080.cb66,"Telehouse North (THN)","edge3-thn xe-5/1/1",10G,10G,Regular,lon1,associate,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"RIPE NCC",http://www.ripe.net,197000,"No data",195.66.225.160,2001:7f8:4::3:188:1,985d.82b7.e0e7,"Telehouse North (THN)","edge3-thn xe-2/0/3",10G,10G,Regular,lon1,associate,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"RIPE NCC",http://www.ripe.net,25152,"No data",195.66.236.183,2001:7f8:4:1::6240:1,c042.d080.cb67,"Telehouse North (THN)","edge2-thn-lon2 xe19",10G,10G,Regular,lon2,associate,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"RIPE NCC",http://www.ripe.net,197000,"No data",195.66.237.160,2001:7f8:4:1:0:3:188:1,985d.82b7.e0e7,"Telehouse North (THN)","edge2-thn-lon2 xe12",10G,10G,Regular,lon2,associate,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
RISE.ph,http://rise.ph,63927,"No data",195.66.227.11,2001:7f8:4::f9b7:1,88d9.8fe9.bc3a,"Equinix LD6 (EQ4)","edge3-eq4 et-7/1/2 VLAN: 608",ConneXions,250M,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"RM Education",http://www.rm.com/,5503,Open,195.66.236.101,2001:7f8:4:1::157f:1,24fc.4e50.5920,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe23",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"RM Education",http://www.rm.com/,5503,Open,195.66.227.135,2001:7f8:4::157f:2,24fc.4e50.6853,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/3/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"RM Education",http://www.rm.com/,5503,Open,195.66.224.101,2001:7f8:4::157f:1,24fc.4e50.4853,"Telehouse North (THN)","core3-thn et-3/4/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"RM Education",http://www.rm.com/,5503,Open,195.66.239.202,2001:7f8:4:1::157f:2,24fc.4e50.3920,"Telehouse North (THN)","edge2-thn-lon2 xe37",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Roblox, Inc",http://www.roblox.com,22697,Open,195.66.227.161,2001:7f8:4::58a9:2,1039.e99e.4388,"Equinix LD6 (EQ4)","edge4-eq4 et-9/0/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Roblox, Inc",http://www.roblox.com,22697,Open,195.66.227.161,2001:7f8:4::58a9:2,1039.e99e.4388,"Equinix LD6 (EQ4)","edge4-eq4 et-9/0/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Roblox, Inc",http://www.roblox.com,22697,Open,195.66.227.159,2001:7f8:4::58a9:1,00c5.2cc8.af2a,"Equinix LD6 (EQ4)","edge3-eq4 et-5/1/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Roblox, Inc",http://www.roblox.com,22697,Open,195.66.227.159,2001:7f8:4::58a9:1,00c5.2cc8.af2a,"Equinix LD6 (EQ4)","edge3-eq4 et-5/0/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Rocket Fibre Ltd",http://,212263,Open,195.66.224.246,2001:7f8:4::3:3d27:1,2c6b.f5a6.b006,"Telehouse West (THW)","edge1-thw xe-9/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Rocket Fibre Ltd",http://,212263,Open,195.66.236.232,2001:7f8:4:1:0:3:3d27:1,2c6b.f5a6.b007,"Telehouse West (THW)","edge1-thw-lon2 xe19",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Rogers Capital Technology Services Ltd",http://,36868,Open,195.66.225.127,2001:7f8:4::9004:1,80e0.1d7c.f304,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/0/2",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
RouteViews,http://www.routeviews.org/,6447,Open,195.66.225.222,2001:7f8:4::192f:1,0cc4.7a46.144a,"Digital Realty Cloud House West (TCM)","edge1-tcm ge-7/1/3",1000T,1G,Regular,lon1,associate,
RouteViews,http://www.routeviews.org/,6447,Open,195.66.237.222,2001:7f8:4:1::192f:1,0cc4.7a46.144b,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe23",1000T,1G,Regular,lon2,associate,
RSAWEB,http://,37053,Selective,195.66.227.208,2001:7f8:4::90bd:1,0004.96bc.2523,"Telehouse North (THN)","core3-thn ae204.0 VLAN: 1658",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"rStor Inc",http://,16740,Open,195.66.225.158,2001:7f8:4::4164:1,c0d6.8234.f219,"Interxion LON2 (IN2)","edge1-in2 xe-8/3/2",10G,10G,multiservice_port,lon1,full,"rs1.lon1, rs3.lon1"
"S3 Company Ltd",https://www.s3c.bg/,44901,Open,195.66.226.153,2001:7f8:4::af65:1,28c0.dafa.2ff0,"Telehouse North (THN)","core3-thn ae214 VLAN: 2005",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Safenames Ltd",http://,60819,"No data",195.66.236.13,2001:7f8:4:1::ed93:1,6c20.56ed.be90,"Telehouse North (THN)","edge1-thn-lon2 xe38",10G,10G,Regular,lon2,full,"rs2.lon2, rs4.lon2"
"SAINT ICT Consultants",http://saint.co.za,328146,Open,195.66.225.235,2001:7f8:4::5:1d2:1,744d.2864.9c72,"Telehouse North (THN)","edge2-thn ge-7/1/3",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Salesforce / SFDC EMEA Data Centre Ltd",http://www.salesforce.com/,14340,Selective,195.66.227.50,2001:7f8:4::3804:2,64c3.d60f.67c0,"Equinix LD6 (EQ4)","edge5-eq4 xe-5/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Salesforce / SFDC EMEA Data Centre Ltd",http://www.salesforce.com/,14340,Selective,206.55.196.53,2001:504:31::3804:1,d818.d39b.7940,"CoreSite Reston (COR)","edge1-cor.nva1 et-1/3/0",100G,100G,Regular,nva1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Salesforce / SFDC EMEA Data Centre Ltd",http://www.salesforce.com/,14340,Selective,195.66.227.50,2001:7f8:4::3804:2,64c3.d60f.67c0,"Equinix LD6 (EQ4)","edge5-eq4 xe-5/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Sampling Line - Serviços E Internet Lda",https://www.ptservidor.pt,62416,"No data",195.66.225.153,2001:7f8:4::f3d0:1,3cfd.fe9e.8501,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/0/3 VLAN: 1703",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Samsung SDS Co.LTD",http://www.sds.samsung.com,6619,Selective,195.66.225.191,2001:7f8:4::19db:1,182a.d3ff.5143,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/3/9",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sargasso Networks",http://www.sargasso.net.uk/,42579,"No data",195.66.237.131,2001:7f8:4:1::a653:1,002a.1037.2505,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe9",1G,1G,Regular,lon2,full,"rs2.lon2, rs4.lon2"
"SAS Global Communications Ltd",https://www.sas.co.uk/,205917,Open,195.66.227.134,2001:7f8:4::3:245d:1,7079.b397.a681,"Telehouse North2 (TH2)","edge1-th2 ge-9/0/1",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SAS Global Communications Ltd",https://www.sas.co.uk/,205917,Open,195.66.239.134,2001:7f8:4:1:0:3:245d:1,005d.734b.8b01,"Telehouse North2 (TH2)","edge1-th2-lon2 xe1",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,39386,Selective,185.1.126.2,2001:7f8:d1::99da:1,327c.5ee2.e890,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce1/1",100G,100G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs2.lon2, rs3.lon1, rs4.lon2"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,25019,Open,185.1.126.242,2001:7f8:d1::61bb:2,f41d.6bcd.546e,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce15/1",100G,100G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs2.jed1"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,39386,Selective,185.1.126.5,2001:7f8:d1::99da:2,327c.5eef.be61,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce2/1",100G,100G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs2.lon2, rs3.lon1, rs4.lon2"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,39386,Selective,195.66.236.123,2001:7f8:4:1::99da:1,e8b6.c2bb.e89a,"Digital Realty Sovereign House (RBS)","edge2-rbs-lon2 ce1/1",100G,100G,Regular,lon2,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs2.lon2, rs3.lon1, rs4.lon2"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,25019,Open,185.1.126.241,2001:7f8:d1::61bb:1,0433.8913.60be,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce4/1",100G,100G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs2.jed1"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,39386,Selective,195.66.226.250,,44f4.770a.1fc4,"Digital Realty Sovereign House (RBS)","edge2-rbs et-1/0/5",100G,100G,Regular,lon1,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs2.lon2, rs3.lon1, rs4.lon2"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,25019,Open,185.1.126.242,2001:7f8:d1::61bb:2,f41d.6bcd.546e,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce3/1",100G,100G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs2.jed1"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,39386,Selective,195.66.224.123,2001:7f8:4::99da:1,44f4.770a.17c7,"Digital Realty Sovereign House (RBS)","edge1-rbs et-1/1/2",100G,100G,Regular,lon1,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs2.lon2, rs3.lon1, rs4.lon2"
"Saudi Telecom Company (STC)",http://www.stc.com.sa/,25019,Open,185.1.126.241,2001:7f8:d1::61bb:1,0433.8913.60be,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce14/1",100G,100G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs2.jed1"
"Sawad Land",https://sawadland.com/,41805,Selective,195.66.227.196,2001:7f8:4::a34d:1,34ed.1b19.ed83,"Telehouse North (THN)","core3-thn et-3/2/1 VLAN: 1298",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Saxo Bank A/S",http://www.saxobank.com/,20681,Open,195.66.224.171,2001:7f8:4::50c9:1,700f.6ae6.f082,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/1/9",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"ScanPlus GmbH",http://www.scan-plus.de,12399,Open,195.66.224.230,2001:7f8:4::306f:1,f09e.6340.161f,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 799",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Scotnet.co.uk Ltd",http://www.scotnet.co.uk/,28757,Open,195.66.226.52,2001:7f8:4::7055:2,b496.9111.7264,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Scotnet.co.uk Ltd",http://www.scotnet.co.uk/,28757,Open,195.66.238.52,2001:7f8:4:1::7055:1,b496.9111.699c,"Digital Realty Sovereign House (RBS)","edge3-rbs-lon2 xe34",1000T,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sea Telecom",http://www.seatelecom.com.br,266445,Open,195.66.224.52,2001:7f8:4::4:10cd:1,d0c6.5bd2.ad5b,"Telehouse North (THN)","core3-thn et-2/2/3 VLAN: 604",ConneXions,250M,ConneXions,lon1,full,
"Seaborn Networks",https://seabornnetworks.com,13786,"No data",195.66.225.197,2001:7f8:4::35da:1,fc33.42fd.f04a,"Telehouse North (THN)","core4-thn et-2/2/1 VLAN: 1827",ConneXions,5G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
SEACOM,http://www.seacom.mu,37100,"No data",195.66.227.22,2001:7f8:4::90ec:2,807f.f85d.7811,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/1/4",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
SEACOM,http://www.seacom.mu,37100,"No data",195.66.226.41,2001:7f8:4::90ec:1,44aa.5093.47c0,"Telehouse North2 (TH2)","edge1-th2 xe-1/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
SEACOM,http://www.seacom.mu,37100,"No data",195.66.227.22,2001:7f8:4::90ec:2,807f.f85d.7811,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
SEACOM,http://www.seacom.mu,37100,"No data",195.66.226.41,2001:7f8:4::90ec:1,44aa.5093.47c0,"Telehouse North2 (TH2)","edge1-th2 xe-2/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
SectorSix,http://www.sectorsix.com,51409,"No data",195.66.225.118,,881d.fcb1.40e7,"Telehouse North (THN)","edge3-thn ge-7/3/4",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
SectorSix,http://www.sectorsix.com,51409,"No data",195.66.237.118,2001:7f8:4:1::c8d1:1,881d.fcb1.40f1,"Telehouse North (THN)","edge3-thn-lon2 xe31",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Secura Hosting Ltd.","http://https: //secura.cloud",29452,"No data",195.66.225.5,2001:7f8:4::730c:1,dc38.e1ac.6a00,"Telehouse North (THN)","edge1-thn ge-7/1/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Secura Hosting Ltd.","http://https: //secura.cloud",29452,"No data",195.66.237.5,2001:7f8:4:1::730c:2,dc38.e1af.f019,"Telehouse North (THN)","edge4-thn-lon2 xe12",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Securebit AG",http://www.securebit.ch,58057,"No data",195.66.227.203,2001:7f8:4::e2c9:1,0e4b.4200.e2c9,"Telehouse North (THN)","core4-thn et-2/3/0 VLAN: 3008",ConneXions,.5G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Securus Communications Ltd",http://www.securuscomms.co.uk,59659,"No data",195.66.239.179,2001:7f8:4:1::e90b:1,a8b4.56e3.a37f,"Telehouse North (THN)","edge2-thn-lon2 xe34",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Securus Communications Ltd",http://www.securuscomms.co.uk,59659,"No data",195.66.224.78,2001:7f8:4::e90b:1,ecbd.1d21.a27f,"Telehouse North (THN)","edge4-thn xe-3/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SED Multitel srl",http://www.igt.com,35574,"No data",195.66.224.179,2001:7f8:4::8af6:1,c042.d099.71b0,"Telehouse North (THN)","edge3-thn xe-5/2/1 VLAN: 402",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Selectel Ltd",http://www.selectel.com,49505,"No data",195.66.227.21,2001:7f8:4::c161:1,3c94.d521.c852,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 708",ConneXions,3G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
